"TWID","NEG","NEU","POS","TXT_SNTMT","TOKENISED","IMG","IMG_SNTMT","SNTMT_MATCH"
"769462882039988224","0.0063754260830299996","0.9208223350589999","0.0728022388583","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 269, 67422, 797, 609, 165, 609, 145, 303, 82]","data/76946/769462882039988224-1.jpg","1","YES"
"769248095905341440","0.009054946555","0.916997023961","0.0739480294838","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1130, 100, 15700, 6304, 1011, 816, 100]","data/76924/769248095905341440-1.jpg","1","YES"
"781150373054586881","0.853900039842","0.0837624625572","0.062337497600699995","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345, 71, 124, 130, 597, 117]","data/78115/781150373054586881-1.jpg","0","YES"
"781896443271471104","0.012450677856999999","0.133247698304","0.854301623839","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 426, 101, 171, 96, 961, 3, 419, 32639, 58195, 1995, 678, 24641]","data/78189/781896443271471104-1.jpg","2","YES"
"783170047858581504","0.011951425900299998","0.9051235849","0.0829249891997","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 397, 328, 11, 45, 156, 1023, 669, 238, 897, 24578, 20392, 3905]","data/78317/783170047858581504-1.jpg","1","YES"
"784642328233467904","0.0171373392493","0.8795119427200001","0.10335071803099999","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22460, 13337, 5275, 1412, 2060, 1316, 31790, 2005, 3148]","data/78464/784642328233467904-1.jpg","1","YES"
"780863025469329408","0.0146200091089","0.053959410002","0.931420580889","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 780, 10724, 11236, 140, 40, 2903, 11236, 9268]","data/78086/780863025469329408-1.jpg","2","YES"
"784051560519086080","0.0145162935671","0.124718450642","0.8607652557909999","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1211, 613]","data/78405/784051560519086080-2.jpg","2","YES"
"783004339275194369","0.0074571050860200005","0.0368766154037","0.95566627951","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 413, 20321, 146, 1435, 90, 162, 144, 6562, 72126]","data/78300/783004339275194369-1.jpg","2","YES"
"798233412523855873","0.7184611965809999","0.190560407575","0.0909783958437","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 229, 942, 252, 1795, 68, 644]","data/79823/798233412523855873-1.jpg","0","YES"
"780808352733491201","0.015450218882600003","0.0607451185226","0.9238046625949999","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9308, 140, 22, 1922, 988]","data/78080/780808352733491201-1.jpg","2","YES"
"782726999320125440","0.011406211491700001","0.038334554861","0.950259233647","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 113, 206, 447, 14, 385, 519]","data/78272/782726999320125440-1.jpg","2","YES"
"783185885567262721","0.0453861246918","0.8960260654700001","0.0585878098378","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 879, 5541, 8561, 13002, 165, 3822, 2693, 53643]","data/78318/783185885567262721-1.jpg","1","YES"
"783215904188432384","0.014548265244700001","0.900741947148","0.0847097876071","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3506, 3743, 1258, 54, 1663, 97665, 97666]","data/78321/783215904188432384-1.jpg","1","YES"
"800241309718089728","0.462341718303","0.326282283399","0.211375998298","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 97506, 781, 97507, 25, 6939]","data/80024/800241309718089728-1.jpg","0","YES"
"783354207159984130","0.0231941455662","0.8986325965299999","0.0781732579038","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 2156, 52, 2293]","data/78335/783354207159984130-1.jpg","1","YES"
"783838083057844224","0.00836282770703","0.914747737661","0.0768894346315","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 50, 133, 20342, 1269, 91, 58999, 1103, 14437]","data/78383/783838083057844224-1.jpg","1","YES"
"780387513030488065","0.041864563279599996","0.857416830074","0.100718606647","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 13605, 8577, 79082, 607, 34, 548, 18585, 13605, 432, 17, 1338]","data/78038/780387513030488065-1.jpg","1","YES"
"802414177306308608","0.508406350806","0.390169370926","0.101424278269","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16917, 5250, 11943, 41487, 405, 41488, 12823, 19205, 41489, 41490, 41491, 41492]","data/80241/802414177306308608-1.jpg","0","YES"
"799693395220303872","0.47385669300399996","0.384808243326","0.14133506367","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 443, 1640, 15, 3, 17, 838, 91625, 2387, 12]","data/79969/799693395220303872-1.jpg","0","YES"
"769348155246862336","0.00914471236734","0.8656667408840001","0.125188546749","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 421, 41, 31, 34021, 581, 81234, 2055, 581, 25960, 2724, 27247, 2055]","data/76934/769348155246862336-1.jpg","1","YES"
"769552573045112833","0.00250995200186","0.0238967231288","0.973593324869","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 54, 135, 35, 13714, 573, 35, 1835, 64, 2281, 5]","data/76955/769552573045112833-1.jpg","2","YES"
"803939846985285632","0.917138110221","0.0645216254031","0.0183402643761","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4187, 655, 695, 333, 28, 3508, 400, 600, 8, 14, 1095, 297, 1150]","data/80393/803939846985285632-1.jpg","0","YES"
"799685245666672641","0.78546258169","0.155375989039","0.0591614292701","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1773, 571, 359, 252]","data/79968/799685245666672641-1.jpg","0","YES"
"783318266156417024","0.00946998444307","0.9183311167730001","0.0721988987841","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7788, 5898, 2495, 2005, 35097]","data/78331/783318266156417024-1.jpg","1","YES"
"802482070526140416","0.541521243869","0.29797087225200003","0.160507883879","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 157, 1684, 8020, 26327, 4337]","data/80248/802482070526140416-1.jpg","0","YES"
"784559293634846721","0.012070782035","0.0359781711539","0.951951046811","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2803, 164, 3477, 13639, 131, 3, 236, 54, 221]","data/78455/784559293634846721-1.jpg","2","YES"
"799537144817713153","0.43472671452699996","0.41793653891800003","0.147336746555","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 632, 16790, 8985, 32, 1009, 2306, 1470, 16790]","data/79953/799537144817713153-1.jpg","0","YES"
"799135909300105216","0.5067525506480001","0.44113810495300004","0.0521093443989","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 548, 437, 17, 3474, 1872]","data/79913/799135909300105216-1.jpg","0","YES"
"780415438694088704","0.021138908149599997","0.92623627689","0.05262481496069999","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 1942, 3158, 5443, 209, 4276, 478, 1776]","data/78041/780415438694088704-1.jpg","1","YES"
"783379326859374592","0.0409033439476","0.879111685926","0.0799849701268","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38351, 65, 1171, 84626, 546, 3826, 441, 258, 1642, 2353]","data/78337/783379326859374592-1.jpg","1","YES"
"769170148985102336","0.0020664887021199997","0.040050549021","0.957882962277","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 867, 4, 1998, 237, 53, 1216, 71, 36046, 35, 155, 40, 171, 18]","data/76917/769170148985102336-1.jpg","2","YES"
"784406205703655424","0.055917914266499995","0.887815866919","0.056266218814400006","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4700, 4321, 13520, 1894, 497, 1845, 258, 74744, 1305]","data/78440/784406205703655424-1.jpg","1","YES"
"769162242726264832","0.007922450623189999","0.0530452115229","0.939032337854","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 190, 249, 39460, 66]","data/76916/769162242726264832-1.jpg","2","YES"
"782033064331403264","0.0031248091612","0.0254067785443","0.9714684122949999","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2193, 61, 76785, 5, 223, 15234, 76786, 134, 81, 223]","data/78203/782033064331403264-1.jpg","2","YES"
"768155416807215104","0.975595305097","0.013860962038600001","0.010543732864299998","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8669, 12321, 1243, 1124, 111, 1303, 247, 24, 616, 62]","data/76815/768155416807215104-1.jpg","0","YES"
"769245138929332224","0.0039063777799499995","0.9416187577130001","0.0544748645074","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13789, 1685, 1875, 83, 292, 5406, 292, 5406, 2460]","data/76924/769245138929332224-1.jpg","1","YES"
"769428509722673152","0.0027320260201700005","0.03303173863","0.9642362353499999","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 422, 2850, 2, 209, 1269, 16918, 7390]","data/76942/769428509722673152-1.jpg","2","YES"
"769409702459387904","0.006545887893770001","0.03974826868030002","0.9537058434260001","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60, 43, 4, 143, 26495, 35, 38, 29, 40, 927]","data/76940/769409702459387904-1.jpg","2","YES"
"769585628329631744","0.010102472519900001","0.895730533687","0.09416699379270001","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12582, 6379, 1805, 366, 545, 1349]","data/76958/769585628329631744-1.jpg","1","YES"
"784392175773552640","0.00805020978887","0.0784738817957","0.913475908415","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3128, 70, 11, 14031, 1181, 725, 138, 1614, 179, 31]","data/78439/784392175773552640-1.jpg","2","YES"
"802969469614227456","0.418402465898","0.415436988851","0.16616054525","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2523]","data/80296/802969469614227456-1.jpg","0","YES"
"781893201049387008","0.0232981716664","0.06043184798780001","0.916269980346","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 998, 179, 6186, 2, 5290, 3, 101]","data/78189/781893201049387008-1.jpg","2","YES"
"803932129482731520","0.692564342764","0.26381817037599997","0.0436174868594","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1129, 5648, 2341, 73079, 3260, 11716, 7565, 65, 51, 1011, 341, 769]","data/80393/803932129482731520-1.jpg","0","YES"
"795909046683500544","0.855369117631","0.118915429857","0.0257154525119","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3086, 14, 3146, 11086, 372, 250, 667, 8689, 211]","data/79590/795909046683500544-1.jpg","0","YES"
"781487318263738368","0.0024290386072800003","0.043873870965300016","0.9536970904269999","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 371, 6491, 2, 128, 11202, 11502, 783]","data/78148/781487318263738368-1.jpg","2","YES"
"800088863557287936","0.5358556751870001","0.37464848334","0.08949584147330003","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7637, 916, 856, 4309, 4575, 3]","data/80008/800088863557287936-1.jpg","0","YES"
"797151634425921536","0.435528379121","0.38525484551100003","0.17921677536800001","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 525, 852, 6066, 1734, 12329, 509]","data/79715/797151634425921536-1.jpg","0","YES"
"784087396665135104","0.00480078191914","0.0318799680624","0.963319250018","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1647, 42, 3704, 3066, 142, 2045, 2, 2045, 2215, 31576]","data/78408/784087396665135104-1.jpg","2","YES"
"781317000152756225","0.014270515652600001","0.11875874711500001","0.8669707372319999","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 513, 95, 14]","data/78131/781317000152756225-1.jpg","2","YES"
"784570274284990466","0.0052633279313599995","0.9293384639929999","0.0653982080756","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 669, 1759, 4482, 4969, 94, 11817, 3899, 59, 1935]","data/78457/784570274284990466-1.jpg","1","YES"
"801446979179945984","0.729709066653","0.193338666521","0.07695226682589999","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 16294, 4971, 3607, 789, 1910, 34562]","data/80144/801446979179945984-1.jpg","0","YES"
"769378865927954432","0.0071266583125699995","0.9106612572","0.0822120844876","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 1386, 4330, 41, 261]","data/76937/769378865927954432-1.jpg","1","YES"
"796291235866701825","0.524086058385","0.401872686689","0.0740412549255","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12301, 63, 606]","data/79629/796291235866701825-1.jpg","0","YES"
"780684507494150144","0.0414629395788","0.914997914579","0.0435391458426","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2988, 1118, 529, 1646, 272, 2309, 42581, 1376, 42582, 37, 42583]","data/78068/780684507494150144-1.jpg","1","YES"
"796774914590175232","0.49191591154700004","0.44026882598899997","0.0678152624644","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1137, 7191, 370, 37, 919, 789, 8260, 7500, 13295, 268, 5731, 574]","data/79677/796774914590175232-1.jpg","0","YES"
"802504015095287809","0.47691338433700003","0.29147815043499997","0.231608465228","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 220, 109, 178, 21, 1206, 126, 2037, 102]","data/80250/802504015095287809-2.jpg","0","YES"
"783623317898956800","0.0200721639642","0.858672213935","0.12125562210100001","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32492, 17179, 1780, 25317, 1316, 5592, 5914]","data/78362/783623317898956800-1.jpg","1","YES"
"802499929855836160","0.444001092193","0.437449469014","0.118549438793","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 466, 3368, 494, 4574, 2256, 5407, 429, 47]","data/80249/802499929855836160-1.jpg","0","YES"
"782979051820453888","0.009379372437049999","0.0387802677529","0.95184035981","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 2925, 326, 752, 1019, 208]","data/78297/782979051820453888-1.jpg","2","YES"
"769548802365718529","0.0201544661803","0.05220673434880002","0.927638799471","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 1801, 18628, 391, 32, 177, 30, 2, 657, 660, 62]","data/76954/769548802365718529-2.jpg","2","YES"
"783953883584352256","0.0331877201981","0.854782524956","0.112029754846","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8610, 181, 71, 2969, 1153, 2357, 7018]","data/78395/783953883584352256-1.jpg","1","YES"
"797595676989390848","0.769263454815","0.148722263627","0.0820142815579","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 447, 2444, 1407, 1418, 3]","data/79759/797595676989390848-1.jpg","0","YES"
"781259970201341952","0.00664155416565","0.043452828078300004","0.949905617756","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 75, 639, 15, 234, 249, 111, 243, 364]","data/78125/781259970201341952-1.jpg","2","YES"
"782382462437502976","0.0154920925046","0.0675520181287","0.916955889367","2","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 2, 27305, 1650, 38531, 16, 4695, 3608]","data/78238/782382462437502976-2.jpg","2","YES"
"769368111732576256","0.013258622856999998","0.86192943327","0.124811943873","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 450, 1631, 12429, 2, 1372, 321, 365]","data/76936/769368111732576256-1.jpg","1","YES"
"769472671537037312","0.0166349032264","0.8785830070790001","0.104782089695","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5767, 12119, 831, 5667, 17252, 7206, 929]","data/76947/769472671537037312-1.jpg","1","YES"
"796365726705598464","0.7044384488","0.202168344651","0.09339320654889999","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41497, 26, 301, 2, 1017, 2497]","data/79636/796365726705598464-1.jpg","0","YES"
"800475540658515969","0.848273360287","0.124862877265","0.0268637624485","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 1271, 1341, 179, 270, 8, 290, 77, 2518, 29, 377, 19, 333, 74]","data/80047/800475540658515969-1.jpg","0","YES"
"769248687310725120","0.00643079621517","0.9056541339480001","0.0879150698364","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2073, 1149, 131, 10470, 8500, 9241, 1659, 83, 34, 79110]","data/76924/769248687310725120-1.jpg","1","YES"
"769389947258302465","0.021727574359400002","0.877474659549","0.100797766091","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 303, 4, 332]","data/76938/769389947258302465-1.jpg","1","YES"
"780399630383132673","0.025260234321499996","0.9317820843440001","0.042957681334600005","1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2142, 2142, 3964, 61, 2, 1221, 74, 74]","data/78039/780399630383132673-1.jpg","1","YES"
"802890679613460481","0.482449320836","0.348948188477","0.168602490687","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1044, 2625, 6644, 4676, 21, 7654, 1823, 61, 289, 467]","data/80289/802890679613460481-1.jpg","0","YES"
"798533657594105856","0.597105751004","0.37778298422","0.0251112647759","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3706, 9, 328, 1327, 2801, 1159, 847, 7814, 2259]","data/79853/798533657594105856-1.jpg","0","YES"
"784499470276800513","0.929715986736","0.0438232471695","0.026460766094599998","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3749, 275, 1597, 84, 77, 97, 437, 1055]","data/78449/784499470276800513-1.jpg","0","YES"
"803870951356166145","0.476801775902","0.355354507969","0.167843716129","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 2423, 4744, 6216, 699, 2581, 547, 6526]","data/80387/803870951356166145-1.jpg","0","YES"
